timestamp,horizon_1,horizon_2,horizon_5,horizon_10,horizon_20
2025-07-16 08:57:00,118723.77106446106,118711.05732008057,118723.43679102331,118685.24253173589,118736.54186466463
2025-07-16 08:58:00,118723.77106446106,118711.05732008057,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 08:59:00,118723.77106446106,118711.05732008057,118723.43679102331,118685.24253173589,118736.54186466463
2025-07-16 09:00:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:01:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:02:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:03:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:04:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:05:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:06:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:07:00,118723.77106446106,118729.221015611,118723.43679102331,118731.62365699372,118736.54186466463
2025-07-16 09:08:00,118775.90863621162,118733.40761035746,118730.1791250598,118734.78381654408,118736.54186466463
2025-07-16 09:09:00,118784.5567647696,118749.91787030744,118730.1791250598,118743.42778928789,118736.54186466463
2025-07-16 09:10:00,118786.0347814475,118773.01471733704,118767.11097604198,118785.52288532839,118736.54186466463
2025-07-16 09:11:00,118860.1645615799,118875.78498255815,118881.67691067276,118960.01506859227,118821.42430755106
2025-07-16 09:12:00,118901.78058950807,118998.27548819741,118990.2027690802,118960.01506859227,118913.86183412712
2025-07-16 09:13:00,119035.96371518887,119012.92889792897,119002.13204836144,118960.01506859227,118937.30542037159
2025-07-16 09:14:00,119035.96371518887,119012.92889792897,119002.13204836144,118960.01506859227,118937.30542037159
2025-07-16 09:15:00,119035.96371518887,119012.92889792897,119002.13204836144,118960.01506859227,118937.30542037159
2025-07-16 09:16:00,119035.96371518887,119012.92889792897,118990.2027690802,118960.01506859227,118937.30542037159
2025-07-16 09:17:00,118901.78058950807,118998.27548819741,118990.2027690802,118960.01506859227,118913.86183412712
2025-07-16 09:18:00,119035.96371518887,119012.92889792897,119002.13204836144,118960.01506859227,118937.30542037159
2025-07-16 09:19:00,119035.96371518887,119012.92889792897,119002.13204836144,118960.01506859227,118937.30542037159
2025-07-16 09:20:00,119069.78111503081,119024.16538340053,119030.94592564907,119015.34921361509,118937.30542037159
2025-07-16 09:21:00,119035.96371518887,119012.92889792897,119002.13204836144,118999.8268652577,118937.30542037159
2025-07-16 09:22:00,119035.96371518887,119012.92889792897,119013.72057876294,118988.96196941678,118937.30542037159
2025-07-16 09:23:00,119035.96371518887,119024.16538340053,119013.72057876294,119003.58822189925,118937.30542037159
2025-07-16 09:24:00,119035.96371518887,119012.92889792897,119002.13204836144,118999.8268652577,118937.30542037159
2025-07-16 09:25:00,119035.96371518887,119012.92889792897,119002.13204836144,118988.96196941678,118937.30542037159
2025-07-16 09:26:00,119047.4090110931,119029.96650392342,119063.02193781335,119038.75935495397,118971.44561778494
