timestamp,horizon_1,horizon_2,horizon_5,horizon_10,horizon_20
2025-07-16 08:57:00,118778.76986170892,118736.36999160441,118738.18344605394,118731.84482034875,118741.31477223424
2025-07-16 08:58:00,118778.76986170892,118736.36999160441,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 08:59:00,118778.76986170892,118736.36999160441,118738.18344605394,118731.84482034875,118741.31477223424
2025-07-16 09:00:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:01:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:02:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:03:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:04:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:05:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:06:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:07:00,118778.76986170892,118757.5409865166,118738.18344605394,118744.5817535758,118741.31477223424
2025-07-16 09:08:00,118785.19280295877,118773.2422157392,118745.61433663973,118760.7239203959,118741.31477223424
2025-07-16 09:09:00,118787.76212391818,118784.27919021336,118745.61433663973,118775.96217324275,118741.31477223424
2025-07-16 09:10:00,118839.46248030022,118802.50338394161,118827.76253537377,118855.28489411353,118741.31477223424
2025-07-16 09:11:00,118998.0067560884,119002.03865879826,118993.33125244617,118992.5770967283,118939.97003782348
2025-07-16 09:12:00,119024.5270005981,119025.31017508503,119017.6776216143,118992.5770967283,118939.97003782348
2025-07-16 09:13:00,119052.21530112042,119032.33324939277,119027.58785983134,118992.5770967283,118953.485166122
2025-07-16 09:14:00,119052.21530112042,119032.33324939277,119027.58785983134,118992.5770967283,118953.485166122
2025-07-16 09:15:00,119052.21530112042,119032.33324939277,119027.58785983134,118992.5770967283,118953.485166122
2025-07-16 09:16:00,119052.21530112042,119032.33324939277,119017.6776216143,118992.5770967283,118953.485166122
2025-07-16 09:17:00,119024.5270005981,119025.31017508503,119017.6776216143,118992.5770967283,118939.97003782348
2025-07-16 09:18:00,119052.21530112042,119032.33324939277,119027.58785983134,118992.5770967283,118953.485166122
2025-07-16 09:19:00,119052.21530112042,119032.33324939277,119027.58785983134,118992.5770967283,118953.485166122
2025-07-16 09:20:00,119087.84159701488,119040.49398306897,119064.028523514,119120.70405539552,118953.485166122
2025-07-16 09:21:00,119052.21530112042,119032.33324939277,119027.58785983134,119016.00176056342,118953.485166122
2025-07-16 09:22:00,119052.21530112042,119032.33324939277,119038.29629649543,119007.29103682176,118953.485166122
2025-07-16 09:23:00,119052.21530112042,119040.49398306897,119038.29629649543,119060.21185544785,118953.485166122
2025-07-16 09:24:00,119052.21530112042,119032.33324939277,119027.58785983134,119016.00176056342,118953.485166122
2025-07-16 09:25:00,119052.21530112042,119032.33324939277,119027.58785983134,119007.29103682176,118953.485166122
2025-07-16 09:26:00,119069.97457271896,119043.94602429561,119124.52881794651,119138.87741109735,119045.91214483426
2025-07-16 09:27:00,119120.31697580278,119148.32217871744,119172.65250132233,119153.19176317166,119139.57933401267
2025-07-16 09:28:00,119112.25047088876,119148.32217871744,119172.65250132233,119153.19176317166,119139.57933401267
2025-07-16 09:29:00,119112.25047088876,119148.32217871744,119191.10518000001,119153.19176317166,119139.57933401267
2025-07-16 09:30:00,119112.25047088876,119148.32217871744,119172.65250132233,119153.19176317166,119139.57933401267
2025-07-16 09:31:00,119120.31697580278,119155.79044103314,119172.65250132233,119153.19176317166,119139.57933401267
2025-07-16 09:32:00,119139.38557140474,119167.84308870065,119172.65250132233,119153.19176317166,119144.8766178728
2025-07-16 09:33:00,119108.7985345149,119148.32217871744,119138.23857816178,119138.87741109735,119139.57933401267
2025-07-16 09:34:00,119112.25047088876,119148.32217871744,119144.82976973683,119126.47715778995,119144.8766178728
2025-07-16 09:35:00,119087.84159701488,119053.73314020596,119109.3774054868,119113.92838246407,119144.8766178728
2025-07-16 09:36:00,119052.21530112042,119040.49398306897,119054.51196637895,119016.00176056342,119139.57933401267
2025-07-16 09:37:00,119052.21530112042,119032.33324939277,119027.58785983134,119007.29103682176,119135.1600242068
2025-07-16 09:38:00,119052.21530112042,119032.33324939277,119017.6776216143,118992.5770967283,119135.1600242068
2025-07-16 09:39:00,119024.5270005981,119025.31017508503,119017.6776216143,118992.5770967283,119135.1600242068
2025-07-16 09:40:00,119052.21530112042,119032.33324939277,119027.58785983134,118992.5770967283,119128.9617083424
2025-07-16 09:41:00,118998.0067560884,119025.31017508503,119017.6776216143,118992.5770967283,119128.9617083424
2025-07-16 09:42:00,118931.07473757467,118981.8646587983,118905.16796981709,118992.5770967283,119090.83172278515
2025-07-16 09:43:00,118839.46248030022,118816.08409770996,118827.76253537377,118921.64696243854,118742.77075666061
2025-07-16 09:44:00,118787.76212391818,118816.08409770996,118768.90921524187,118855.28489411353,118742.77075666061
2025-07-16 09:45:00,118787.76212391818,118784.27919021336,118768.90921524187,118814.01126500827,118741.31477223424
2025-07-16 09:46:00,118787.76212391818,118784.27919021336,118768.90921524187,118793.67958281151,118741.31477223424
2025-07-16 09:47:00,118785.19280295877,118784.27919021336,118768.90921524187,118793.67958281151,118741.31477223424
2025-07-16 09:48:00,118787.76212391818,118802.50338394161,118768.90921524187,118855.28489411353,118741.31477223424
2025-07-16 09:49:00,119087.84159701488,119131.35058524614,119138.23857816178,119016.00176056342,118953.485166122
2025-07-16 09:50:00,119087.84159701488,119040.49398306897,119064.028523514,119016.00176056342,118953.485166122
2025-07-16 09:51:00,119120.31697580278,119142.31297217048,119191.10518000001,119138.87741109735,118953.485166122
2025-07-16 09:52:00,119120.31697580278,119148.32217871744,119208.33847000003,119153.19176317166,118953.485166122
2025-07-16 09:53:00,119153.55941731107,119162.1788953062,119209.07125333334,119153.19176317166,118953.485166122
2025-07-16 09:54:00,119139.38557140474,119162.1788953062,119172.65250132233,119153.19176317166,118953.485166122
2025-07-16 09:55:00,119108.7985345149,119148.32217871744,119144.82976973683,119153.19176317166,119045.91214483426
2025-07-16 09:56:00,119112.25047088876,119148.32217871744,119150.82033737497,119138.87741109735,119045.91214483426
2025-07-16 09:57:00,119112.25047088876,119148.32217871744,119150.82033737497,119138.87741109735,119108.32703600414
2025-07-16 09:58:00,119112.25047088876,119148.32217871744,119150.82033737497,119138.87741109735,119128.9617083424
2025-07-16 09:59:00,119120.31697580278,119153.3593302769,119172.65250132233,119153.19176317166,119128.9617083424
2025-07-16 10:00:00,119139.38557140474,119162.1788953062,119172.65250132233,119153.19176317166,119128.9617083424
2025-07-16 10:01:00,119112.25047088876,119155.79044103314,119172.65250132233,119153.19176317166,119128.9617083424
2025-07-16 10:02:00,119112.25047088876,119155.79044103314,119150.82033737497,119153.19176317166,119128.9617083424
2025-07-16 10:03:00,119120.31697580278,119162.1788953062,119172.65250132233,119153.19176317166,119128.9617083424
2025-07-16 10:04:00,119139.38557140474,119167.84308870065,119150.82033737497,119138.87741109735,119128.9617083424
2025-07-16 10:05:00,119139.38557140474,119167.84308870065,119172.65250132233,119153.19176317166,119128.9617083424
2025-07-16 10:06:00,119153.55941731107,119167.84308870065,119209.07125333334,119153.19176317166,119128.9617083424
2025-07-16 10:07:00,119139.38557140474,119167.84308870065,119172.65250132233,119156.34117057905,119139.57933401267
2025-07-16 10:08:00,119120.31697580278,119155.79044103314,119150.82033737497,119152.54276317166,119139.57933401267
2025-07-16 10:09:00,119153.55941731107,119167.84308870065,119191.10518000001,119156.34117057905,119139.57933401267
2025-07-16 10:10:00,119171.2246585557,119167.84308870065,119191.10518000001,119198.38494566546,119139.57933401267
2025-07-16 10:11:00,119207.95761121556,119167.84308870065,119209.07125333334,119198.38494566546,119139.57933401267
2025-07-16 10:12:00,119220.72340917817,119194.67715927752,119209.07125333334,119198.38494566546,119139.57933401267
2025-07-16 10:13:00,119305.12618921234,119241.18840372226,119172.65250132233,119198.38494566546,119139.57933401267
2025-07-16 10:14:00,119293.90022671233,119219.5554978355,119191.10518000001,119198.38494566546,119139.57933401267
2025-07-16 10:15:00,119293.90022671233,119219.5554978355,119209.07125333334,119198.38494566546,119139.57933401267
2025-07-16 10:16:00,119293.90022671233,119219.5554978355,119150.82033737497,119156.34117057905,119139.57933401267
2025-07-16 10:17:00,119220.72340917817,119194.67715927752,119150.82033737497,119143.66477532587,119139.57933401267
2025-07-16 10:18:00,119171.2246585557,119174.6691965873,119150.82033737497,119156.34117057905,119139.57933401267
2025-07-16 10:19:00,119230.91586250003,119219.5554978355,119209.07125333334,119156.34117057905,119139.57933401267
2025-07-16 10:20:00,119230.91586250003,119219.5554978355,119209.07125333334,119198.38494566546,119139.57933401267
2025-07-16 10:21:00,119293.90022671233,119219.5554978355,119191.10518000001,119198.38494566546,119139.57933401267
2025-07-16 10:22:00,119293.90022671233,119241.18840372226,119191.10518000001,119198.38494566546,119139.57933401267
2025-07-16 10:23:00,119293.90022671233,119241.18840372226,119209.07125333334,119198.38494566546,119139.57933401267
