timestamp,horizon_1,horizon_2,horizon_5,horizon_10,horizon_20
2025-07-16 08:57:00,118653.18397495386,118636.06879314061,118689.46582135926,118614.22262505727,118726.72764728456
2025-07-16 08:58:00,118653.18397495386,118636.06879314061,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 08:59:00,118653.18397495386,118636.06879314061,118689.46582135926,118614.22262505727,118726.72764728456
2025-07-16 09:00:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:01:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:02:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:03:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:04:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:05:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:06:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:07:00,118653.18397495386,118679.85935169745,118689.46582135926,118690.8165414383,118726.72764728456
2025-07-16 09:08:00,118727.02006616394,118715.79215324429,118714.2879566905,118717.51090960337,118726.72764728456
2025-07-16 09:09:00,118752.64648628721,118715.79215324429,118714.2879566905,118717.90900364242,118726.72764728456
2025-07-16 09:10:00,118778.19761660947,118734.87975878871,118737.22529909854,118744.3509607182,118726.72764728456
2025-07-16 09:11:00,118804.7292811261,118801.73916233577,118783.68078015154,118918.7362897935,118749.13199385478
2025-07-16 09:12:00,118837.80300150097,118900.70018720932,118900.46975798822,118918.7362897935,118787.57679125553
2025-07-16 09:13:00,118997.17238385035,118980.59989291847,118967.86597702956,118918.7362897935,118915.34647124015
2025-07-16 09:14:00,118997.17238385035,118980.59989291847,118967.86597702956,118918.7362897935,118915.34647124015
2025-07-16 09:15:00,118997.17238385035,118980.59989291847,118967.86597702956,118918.7362897935,118915.34647124015
2025-07-16 09:16:00,118997.17238385035,118980.59989291847,118900.46975798822,118918.7362897935,118915.34647124015
2025-07-16 09:17:00,118837.80300150097,118900.70018720932,118900.46975798822,118918.7362897935,118787.57679125553
2025-07-16 09:18:00,118997.17238385035,118980.59989291847,118967.86597702956,118918.7362897935,118915.34647124015
2025-07-16 09:19:00,118997.17238385035,118980.59989291847,118967.86597702956,118918.7362897935,118915.34647124015
2025-07-16 09:20:00,119051.17340178574,118987.3736,118978.07613961837,118990.19775360572,118915.34647124015
2025-07-16 09:21:00,118997.17238385035,118980.59989291847,118967.86597702956,118983.69052444497,118915.34647124015
2025-07-16 09:22:00,118997.17238385035,118980.59989291847,118992.70555577296,118964.96543884145,118915.34647124015
2025-07-16 09:23:00,118997.17238385035,119001.28602467809,118992.70555577296,118991.854071266,118915.34647124015
2025-07-16 09:24:00,118997.17238385035,118980.59989291847,118967.86597702956,118983.69052444497,118915.34647124015
2025-07-16 09:25:00,118997.17238385035,118980.59989291847,118967.86597702956,118964.96543884145,118915.34647124015
2025-07-16 09:26:00,118997.17238385035,119015.62001627218,119035.2293003147,119006.50754324328,118945.6045411765
2025-07-16 09:27:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,119073.53741199116
2025-07-16 09:28:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,119073.53741199116
2025-07-16 09:29:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,119073.53741199116
2025-07-16 09:30:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,119073.53741199116
2025-07-16 09:31:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,119073.53741199116
2025-07-16 09:32:00,119073.14631845239,119113.26748745069,119109.12153379059,119118.94533549952,119106.77255805692
2025-07-16 09:33:00,119065.15345770895,119073.88146185978,119084.39134203951,119096.17672984046,119073.53741199116
2025-07-16 09:34:00,119065.15345770895,119073.88146185978,119084.39134203951,119015.87125117375,119106.77255805692
2025-07-16 09:35:00,119051.17340178574,119025.08121674813,119035.2293003147,119006.50754324328,119106.77255805692
2025-07-16 09:36:00,118997.17238385035,119001.28602467809,118992.70555577296,118966.32060783621,119073.53741199116
2025-07-16 09:37:00,118997.17238385035,118980.59989291847,118967.86597702956,118964.96543884145,119073.06259220392
2025-07-16 09:38:00,118997.17238385035,118980.59989291847,118900.46975798822,118918.7362897935,119073.06259220392
2025-07-16 09:39:00,118837.80300150097,118900.70018720932,118900.46975798822,118918.7362897935,118787.57679125553
2025-07-16 09:40:00,118997.17238385035,118980.59989291847,118967.86597702956,118918.7362897935,119016.85712537992
2025-07-16 09:41:00,118804.7292811261,118900.70018720932,118900.46975798822,118918.7362897935,118787.57679125553
2025-07-16 09:42:00,118786.92071528592,118801.73916233577,118745.74286926015,118918.7362897935,118757.20438681163
2025-07-16 09:43:00,118778.19761660947,118756.01636327476,118737.22529909854,118744.3509607182,118726.72764728456
2025-07-16 09:44:00,118743.71173160429,118756.01636327476,118725.11528926254,118744.3509607182,118726.72764728456
2025-07-16 09:45:00,118743.71173160429,118729.5474725442,118725.11528926254,118744.3509607182,118726.72764728456
2025-07-16 09:46:00,118743.71173160429,118729.5474725442,118725.11528926254,118736.29459275128,118726.72764728456
2025-07-16 09:47:00,118727.02006616394,118729.5474725442,118725.11528926254,118736.78115213232,118726.72764728456
2025-07-16 09:48:00,118743.71173160429,118735.77751535502,118725.11528926254,118744.3509607182,118726.72764728456
2025-07-16 09:49:00,119051.17340178574,118999.7493831492,118978.07613961837,118919.55586763135,118806.47034615705
2025-07-16 09:50:00,119051.17340178574,118987.3736,118978.07613961837,118919.55586763135,118915.34647124015
2025-07-16 09:51:00,119065.15345770895,119011.64230593224,119035.08870746325,118996.89794549765,118915.34647124015
2025-07-16 09:52:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,118915.34647124015
2025-07-16 09:53:00,119073.14631845239,119107.85920155843,119125.08954513592,119118.94533549952,118915.34647124015
2025-07-16 09:54:00,119073.14631845239,119107.85920155843,119109.12153379059,119118.94533549952,118915.34647124015
2025-07-16 09:55:00,119065.15345770895,119073.88146185978,119084.39134203951,119118.94533549952,118945.6045411765
2025-07-16 09:56:00,119065.15345770895,119073.88146185978,119084.39134203951,119096.17672984046,118945.6045411765
2025-07-16 09:57:00,119065.15345770895,119073.88146185978,119084.39134203951,119096.17672984046,118971.54969289537
2025-07-16 09:58:00,119065.15345770895,119073.88146185978,119084.39134203951,119096.17672984046,119016.85712537992
